lon,lat,jiaodu
119.6381,50.6156,300
119.45,51.13,300
119.6012,51.0762,300
119.7525,51.0225,300
119.9038,50.9688,300
119.74,51.485,300
119.8831,51.4306,300
120.0262,51.3762,300
120.1694,51.3219,300
118.43,49.31,310
118.65,49.492,310
118.87,49.674,310
119.09,49.856,310
119.31,50.038,310
118.255,49.3975,310
118.4765,49.572,310
118.698,49.7465,310
118.9195,49.921,310
119.141,50.0955,310
118.08,49.485,310
118.303,49.652,310
118.526,49.819,310
118.749,49.986,310
118.972,50.153,310
117.905,49.5725,310
118.1295,49.732,310
118.354,49.8915,310
118.5785,50.051,310
118.803,50.2105,310
126.56,48.77,350
126.1775,48.7225,350
125.795,48.675,350
125.4125,48.6275,350
126.455,48.59,350
126.0825,48.565,350
125.71,48.54,350
125.3375,48.515,350
121.94,43.14,305
122.215,43.005,305
122.045,43.2175,305
122.3262,43.08,305
122.15,43.295,305
122.4375,43.155,305
122.255,43.3725,305
122.5488,43.23,305
121.19,43.18,300
121.01,42.97,300
121.3175,43.115,300
121.1512,42.9175,300
121.445,43.05,300
121.2925,42.865,300
121.5725,42.985,300
121.4338,42.8125,300
120.83,47.46,65
121.0125,47.2625,65
121.195,47.065,65
121.3775,46.8675,65
120.915,47.5425,65
121.1194,47.3375,65
121.3238,47.1325,65
121.5281,46.9275,65
121,47.625,65
121.2262,47.4125,65
121.4525,47.2,65
121.6788,46.9875,65
121.085,47.7075,65
121.3331,47.4875,65
121.5812,47.2675,65
121.8294,47.0475,65
123.69,47.46,295
123.5667,47.25,295
123.4433,47.04,295
123.78,47.3875,295
123.6567,47.1733,295
123.5333,46.9592,295
123.87,47.315,295
123.7467,47.0967,295
123.6233,46.8783,295
123.96,47.2425,295
123.8367,47.02,295
123.7133,46.7975,295
127.07,45.68,10
127.15,45.8,10
126.65,45.755,10
126.775,45.8675,10
121.17,47.79,305
121.28,47.6967,305
121.39,47.6033,305
121.3767,47.9833,305
121.4844,47.8867,305
121.5922,47.79,305
121.5833,48.1767,305
121.6889,48.0767,305
121.7944,47.9767,305
123.32,46.83,60
123.394,46.956,60
123.468,47.082,60
123.542,47.208,60
123.616,47.334,60
122.9,47.25,60
122.9904,47.362,60
123.0808,47.474,60
123.1712,47.586,60
123.2616,47.698,60
122.48,47.67,60
122.5868,47.768,60
122.6936,47.866,60
122.8004,47.964,60
122.9072,48.062,60
122.06,48.09,60
122.1832,48.174,60
122.3064,48.258,60
122.4296,48.342,60
122.5528,48.426,60
121.64,48.51,60
121.7796,48.58,60
121.9192,48.65,60
122.0588,48.72,60
122.1984,48.79,60
123.54,48.64,60
125.31,48.98,295
125.135,49.035,295
124.68,48.075,295
124.5025,48.175,295
114.79,30.4,320
114.9,30.32,320
115.285,30.835,320
115.4025,30.7375,320
115.16,30.93,300
115.2629,31.1186,300
115.3657,31.3071,300
115.4686,31.4957,300
115.5714,31.6843,300
115.6743,31.8729,300
115.7771,32.0614,300
115.04,30.9833,300
115.1452,31.1686,300
115.2505,31.3538,300
115.3557,31.539,300
115.461,31.7243,300
115.5662,31.9095,300
115.6714,32.0948,300
114.92,31.0367,300
115.0276,31.2186,300
115.1352,31.4005,300
115.2429,31.5824,300
115.3505,31.7643,300
115.4581,31.9462,300
115.5657,32.1281,300
114.52,30.63,300
117.97,33.55,290
118.125,33.51,290
118.04,33.78,290
118.1875,33.74,290
118.69,35.64,290
118.8,35.6,290
118.77,35.85,290
118.8825,35.78,290
117.05,36.01,315
117.2833,36.1067,315
117.5167,36.2033,315
117.01,36.115,315
117.2367,36.2067,315
117.4633,36.2983,315
118.5,35.8,45
118.53,35.9,45
118.275,36.01,45
118.3375,36.0925,45
119.07,35.87,315
118.88,39.14,310
119.04,39.06,310
119.2,38.98,310
119.2467,39.41,310
119.3889,39.33,310
119.5311,39.25,310
119.6133,39.68,310
119.7378,39.6,310
119.8622,39.52,310
121.86,40.11,315
122.145,39.98,315
121.935,40.255,315
122.225,40.1075,315
123.71,42.39,310
123.66,42.43,310
123.345,42.24,310
123.76,42.3667,310
123.49,42.1683,310
123.86,42.3033,310
123.635,42.0967,310
122.55,41.74,310
122.92,41.565,310
122.67,41.8175,310
123.0188,41.6562,310
122.79,41.895,310
123.1175,41.7475,310
122.91,41.9725,310
123.2162,41.8388,310
121.77,41.22,310
121.9067,41.1567,310
122.0433,41.0933,310
122.18,41.03,310
122.3167,40.9667,310
122.4533,40.9033,310
121.9,41.3067,310
122.0344,41.2442,310
122.1689,41.1817,310
122.3033,41.1192,310
122.4378,41.0567,310
122.5722,40.9942,310
122.03,41.3933,310
122.1622,41.3317,310
122.2944,41.27,310
122.4267,41.2083,310
122.5589,41.1467,310
122.6911,41.085,310
122.16,41.48,310
122.29,41.4192,310
122.42,41.3583,310
122.55,41.2975,310
122.68,41.2367,310
122.81,41.1758,310
122.29,41.5667,310
122.4178,41.5067,310
122.5456,41.4467,310
122.6733,41.3867,310
122.8011,41.3267,310
122.9289,41.2667,310
122.42,41.6533,310
122.5456,41.5942,310
122.6711,41.535,310
122.7967,41.4758,310
122.9222,41.4167,310
123.0478,41.3575,310
123.48,41.64,335
123.81,41.69,335
123.565,41.755,335
123.8675,41.8075,335
122.58,40.84,335
122.87,40.715,335
123.115,41.125,335
123.3275,41.0275,335
122.12,40.53,45
122.21,40.62,45
122.3,40.71,45
122.39,40.8,45
121.94,40.635,45
122.0306,40.7188,45
122.1212,40.8025,45
122.2119,40.8862,45
121.76,40.74,45
121.8512,40.8175,45
121.9425,40.895,45
122.0338,40.9725,45
121.58,40.845,45
121.6719,40.9163,45
121.7638,40.9875,45
121.8556,41.0588,45
123.26,40.37,30
123.33,40.435,30
122.8,40.565,30
122.87,40.63,30
122,40.4,285
121.76,39.46,285
121.905,39.455,285
121.865,39.76,285
122.01,39.7225,285
121.63,39.29,285
121.69,39.375,285
121.49,39.02,285
120.29,39.71,310
119.97,39.95,310
120.71,38.78,45
120.7775,38.86,45
120.845,38.94,45
120.9125,39.02,45
120.51,38.9275,45
120.5844,39.0088,45
120.6588,39.09,45
120.7331,39.1712,45
120.31,39.075,45
120.3912,39.1575,45
120.4725,39.24,45
120.5538,39.3225,45
120.11,39.2225,45
120.1981,39.3062,45
120.2862,39.39,45
120.3744,39.4738,45
121.29,38.53,45
119.74,38.73,45
119.9567,38.62,45
120.1733,38.51,45
119.84,38.8475,45
120.05,38.73,45
120.26,38.6125,45
119.94,38.965,45
120.1433,38.84,45
120.3467,38.715,45
120.04,39.0825,45
120.2367,38.95,45
120.4333,38.8175,45
119.36,38.9,315
119.55,38.815,315
119.635,39.135,315
119.7875,39.05,315
118.54,38.88,35
118.775,38.76,35
119.01,38.64,35
119.245,38.52,35
118.6533,38.9667,35
118.8817,38.8525,35
119.11,38.7383,35
119.3383,38.6242,35
118.7667,39.0533,35
118.9883,38.945,35
119.21,38.8367,35
119.4317,38.7283,35
118.71,39.01,35
119.16,38.7875,35
118.01,38.46,315
118.235,38.38,315
118.275,38.67,315
118.4575,38.5925,315
118.61,38.48,35
118.8367,38.3667,35
119.0633,38.2533,35
118.68,38.5633,35
118.9044,38.4511,35
119.1289,38.3389,35
118.75,38.6467,35
118.9722,38.5356,35
119.1944,38.4244,35
119.2,37.91,35
119.245,38.025,35
118.83,38.11,35
118.89,38.21,35
119.29,38.14,310
119.5467,38.02,310
119.8033,37.9,310
119.365,38.2383,310
119.615,38.12,310
119.865,38.0017,310
119.44,38.3367,310
119.6833,38.22,310
119.9267,38.1033,310
119.515,38.435,310
119.7517,38.32,310
119.9883,38.205,310
119.59,38.5333,310
119.82,38.42,310
120.05,38.3067,310
119.665,38.6317,310
119.8883,38.52,310
120.1117,38.4083,310
120.17,37.99,25
120.422,37.888,25
120.674,37.786,25
120.926,37.684,25
121.178,37.582,25
120.2225,38.0925,25
120.477,37.989,25
120.7315,37.8855,25
120.986,37.782,25
121.2405,37.6785,25
120.275,38.195,25
120.532,38.09,25
120.789,37.985,25
121.046,37.88,25
121.303,37.775,25
120.3275,38.2975,25
120.587,38.191,25
120.8465,38.0845,25
121.106,37.978,25
121.3655,37.8715,25
118.85,36.76,290
117.79,37.58,45
117.6975,37.4675,45
117.605,37.355,45
117.5125,37.2425,45
117.97,37.43,45
117.875,37.3262,45
117.78,37.2225,45
117.685,37.1188,45
118.15,37.28,45
118.0525,37.185,45
117.955,37.09,45
117.8575,36.995,45
118.33,37.13,45
118.23,37.0437,45
118.13,36.9575,45
118.03,36.8713,45
118.1,36.67,45
118.37,36.455,45
118.2025,36.75,45
118.4475,36.56,45
118.305,36.83,45
118.525,36.665,45
118.4075,36.91,45
118.6025,36.77,45
118.64,36.24,290
117.75,36.3,345
118.03,36.405,345
117.69,36.39,345
117.9475,36.49,345
117.43,36.17,50
117.655,35.9425,50
117.88,35.715,50
118.105,35.4875,50
117.5367,36.2133,50
117.7433,36.0017,50
117.95,35.79,50
118.1567,35.5783,50
117.6433,36.2567,50
117.8317,36.0608,50
118.02,35.865,50
118.2083,35.6692,50
117.72,35.72,40
117.19,35.62,40
117.48,34.68,40
118.08,34.33,290
118.2,34.29,290
117.16,35.56,30
117.22,34.8,45
117.0067,34.9467,45
116.7933,35.0933,45
117.135,34.715,45
116.9217,34.8633,45
116.7083,35.0117,45
116.88,34.11,40
116.845,34.23,40
116.49,34.335,40
116.54,34.4775,40
115.68,33.54,35
115.9067,33.4233,35
116.1333,33.3067,35
115.61,32.73,295
115.74,32.7033,295
115.87,32.6767,295
115.7467,32.94,295
115.8711,32.9033,295
115.9956,32.8667,295
115.8833,33.15,295
116.0022,33.1033,295
116.1211,33.0567,295
117.19,33.13,290
117.33,33.4,290
117.0867,33.1767,290
117.2233,33.4367,290
116.9833,33.2233,290
117.1167,33.4733,290
116.48,32.61,290
116.91,32.6,290
118.01,32.48,305
118.29,32.775,305
118.57,33.07,305
118.85,33.365,305
118.105,32.84,305
118.3388,33.0588,305
118.5725,33.2775,305
118.8062,33.4963,305
117.67,32.65,285
115.54,29.95,315
116.03,31.04,320
116.2225,31.1875,320
116.415,31.335,320
116.6075,31.4825,320
115.9467,31.1167,320
116.1383,31.2642,320
116.33,31.4117,320
116.5217,31.5592,320
115.8633,31.1933,320
116.0542,31.3408,320
116.245,31.4883,320
116.4358,31.6358,320
116.19,40.09,300
116.45,39.945,300
116.28,40.175,300
116.5475,40.0525,300
116.71,39.8,300
116.99,40.14,295
117.105,40.085,295
117.08,40.245,295
117.18,40.1925,295
117.22,40.03,300
117.4133,39.86,300
117.6067,39.69,300
117.28,40.14,300
117.5267,39.985,300
117.7733,39.83,300
118.71,39.59,305
117.86,39.22,315
117.9733,39.1633,315
118.0867,39.1067,315
118.2,39.05,315
118.3133,38.9933,315
118.4267,38.9367,315
117.9667,39.3,315
118.0797,39.2433,315
118.1928,39.1867,315
118.3058,39.13,315
118.4189,39.0733,315
118.5319,39.0167,315
118.0733,39.38,315
118.1861,39.3233,315
118.2989,39.2667,315
118.4117,39.21,315
118.5244,39.1533,315
118.6372,39.0967,315
118.18,39.46,315
118.2925,39.4033,315
118.405,39.3467,315
118.5175,39.29,315
118.63,39.2333,315
118.7425,39.1767,315
118.2867,39.54,315
118.3989,39.4833,315
118.5111,39.4267,315
118.6233,39.37,315
118.7356,39.3133,315
118.8478,39.2567,315
118.3933,39.62,315
118.5053,39.5633,315
118.6172,39.5067,315
118.7292,39.45,315
118.8411,39.3933,315
118.9531,39.3367,315
117.57,39.36,315
117.715,39.29,315
117.905,39.59,315
118.0425,39.525,315
118,38.47,315
116.96,39.21,315
117.2,39.05,315
117.065,39.27,315
117.305,39.1212,315
117.17,39.33,315
117.41,39.1925,315
117.275,39.39,315
117.515,39.2638,315
117.38,39.45,315
117.15,39.56,315
117.24,39.37,315
117.035,39.48,315
117.1,39.29,315
116.92,39.4,315
115.88,39.25,300
116.4,38.79,310
116.06,37.41,295
116.2,38.32,320
116.45,38.465,320
116.1067,38.3767,320
116.3533,38.5233,320
116.0133,38.4333,320
116.2567,38.5817,320
115.92,38.49,315
115.72,38.3367,315
115.52,38.1833,315
116.06,38.405,315
115.85,38.2583,315
115.64,38.1117,315
115.31,38.03,305
115.135,37.8325,305
114.96,37.635,305
114.785,37.4375,305
115.43,37.965,305
115.2625,37.7625,305
115.095,37.56,305
114.9275,37.3575,305
114.23,37.94,305
115.7,39.56,300
115.3,38.89,300
115.425,38.85,300
115.43,39.14,300
115.5725,39.085,300
114.46,37.32,290
114.36,37.0567,290
114.26,36.7933,290
114.61,37.2367,290
114.5056,36.9889,290
114.4011,36.7411,290
114.76,37.1533,290
114.6511,36.9211,290
114.5422,36.6889,290
114.01,36.37,20
114.315,36.305,20
113.73,36.18,20
113.99,36.1267,20
114.25,36.0733,20
113.73,36.305,20
114.0083,36.2467,20
114.2867,36.1883,20
114.56,35.2,305
113.94,35.51,300
113.79,35.28,295
113.865,35.395,295
114.51,36.02,20
114.7367,35.9667,20
114.9633,35.9133,20
114.5575,36.11,20
114.79,36.055,20
115.0225,36,20
114.605,36.2,20
114.8433,36.1433,20
115.0817,36.0867,20
114.6525,36.29,20
114.8967,36.2317,20
115.1408,36.1733,20
115.19,35.86,295
115.34,35.8233,295
115.49,35.7867,295
115.2767,35.9733,295
115.4144,35.94,295
115.5522,35.9067,295
115.3633,36.0867,295
115.4889,36.0567,295
115.6144,36.0267,295
115.21,35.51,300
114.91,35.02,300
115.03,34.9567,300
115.15,34.8933,300
115.01,35.1833,300
115.12,35.1233,300
115.23,35.0633,300
115.11,35.3467,300
115.21,35.29,300
115.31,35.2333,300
116.1,34.56,30
114.08,35.14,30
114.3175,35.0312,30
114.555,34.9225,30
114.7925,34.8138,30
115.03,34.705,30
115.2675,34.5963,30
115.505,34.4875,30
115.7425,34.3788,30
115.79,36.13,315
115.955,36.2983,315
116.12,36.4667,315
116.285,36.635,315
116.45,36.8033,315
116.615,36.9717,315
115.65,36.16,315
115.8192,36.3333,315
115.9883,36.5067,315
116.1575,36.68,315
116.3267,36.8533,315
116.4958,37.0267,315
113.1,35.02,350
113.355,35.035,350
113.15,35.1075,350
113.4388,35.1075,350
113.2,35.195,350
113.5225,35.18,350
113.25,35.2825,350
113.6062,35.2525,350
112.38,35.21,350
112.395,35.095,350
112.84,35.27,350
112.7975,35.135,350
113.37,34.6,65
112.84,34.59,350
113.105,34.595,350
112.73,34.6875,350
113.015,34.6962,350
112.62,34.785,350
112.925,34.7975,350
112.51,34.8825,350
112.835,34.8988,350
112.03,34.62,350
112.435,34.605,350
111.9767,34.73,350
112.3367,34.725,350
111.9233,34.84,350
112.2383,34.845,350
113.51,33.94,65
113.5375,34.055,65
113.565,34.17,65
113.5925,34.285,65
113.3425,34.1025,65
113.3962,34.1894,65
113.45,34.2763,65
113.5038,34.3631,65
113.175,34.265,65
113.255,34.3238,65
113.335,34.3825,65
113.415,34.4412,65
113.0075,34.4275,65
113.1138,34.4581,65
113.22,34.4887,65
113.3263,34.5194,65
114.21,34.42,65
113.92,34.41,65
114.32,34.285,65
113.9588,34.2875,65
114.43,34.15,65
113.9975,34.165,65
114.54,34.015,65
114.0362,34.0425,65
114.4,34.42,10
114.556,34.258,10
114.712,34.096,10
114.868,33.934,10
115.024,33.772,10
115.2,33.4,10
114.922,33.43,10
114.644,33.46,10
114.366,33.49,10
114.088,33.52,10
115.19,33.29,10
114.912,33.32,10
114.634,33.35,10
114.356,33.38,10
114.078,33.41,10
115.18,33.18,10
114.902,33.21,10
114.624,33.24,10
114.346,33.27,10
114.068,33.3,10
113.8,32.62,15
113.8383,32.4933,15
113.8767,32.3667,15
113.915,32.24,15
113.9533,32.1133,15
113.9917,31.9867,15
114.0967,32.575,15
114.1197,32.4547,15
114.1428,32.3344,15
114.1658,32.2142,15
114.1889,32.0939,15
114.2119,31.9736,15
114.3933,32.53,15
114.4011,32.4161,15
114.4089,32.3022,15
114.4167,32.1883,15
114.4244,32.0744,15
114.4322,31.9606,15
114.69,32.485,15
114.6825,32.3775,15
114.675,32.27,15
114.6675,32.1625,15
114.66,32.055,15
114.6525,31.9475,15
114.9867,32.44,15
114.9639,32.3389,15
114.9411,32.2378,15
114.9183,32.1367,15
114.8956,32.0356,15
114.8728,31.9344,15
115.2833,32.395,15
115.2453,32.3003,15
115.2072,32.2056,15
115.1692,32.1108,15
115.1311,32.0161,15
115.0931,31.9214,15
113.25,32.78,35
113.0033,32.93,35
112.7567,33.08,35
113.13,32.7125,35
112.8867,32.8617,35
112.6433,33.0108,35
113.01,32.645,35
112.77,32.7933,35
112.53,32.9417,35
112.89,32.5775,35
112.6533,32.725,35
112.4167,32.8725,35
116.02,39.93,300
116.105,40.01,300
111.97,34.05,315
112.145,34.155,315
111.895,34.12,315
112.065,34.2225,315
111.25,34.26,315
113.53,35.41,300
115.79,36,70
115.795,35.7875,70
115.8,35.575,70
115.805,35.3625,70
115.91,36.015,70
115.915,35.7812,70
115.92,35.5475,70
115.925,35.3138,70
113.7,36.64,10
113.715,36.535,10
113.9,36.59,10
113.885,36.495,10
116.78,36.66,300
116.6167,36.5333,300
116.4533,36.4067,300
116.875,36.58,300
116.7133,36.4517,300
116.5517,36.3233,300
115.15,38.12,300
115.69,38.62,300
116.92,39.67,45
117.1367,39.5667,45
117.3533,39.4633,45
117.07,39.85,45
117.275,39.7133,45
117.48,39.5767,45
116.28,39.67,45
116.42,39.7133,45
116.56,39.7567,45
116.21,39.6,45
116.92,40.05,45
116.9867,40.1333,45
117.0533,40.2167,45
116.7367,40.12,45
116.8089,40.2044,45
116.8811,40.2889,45
116.5533,40.19,45
116.6311,40.2756,45
116.7089,40.3611,45
116.13,40.33,315
116.25,40.295,315
111.76,36.95,315
111.22,35.88,90
111.555,35.88,90
108.89,34.03,290
113.35,40.37,325
113.6075,40.3675,325
113.865,40.365,325
114.1225,40.3625,325
113.6025,40.5125,325
113.8169,40.4925,325
114.0312,40.4725,325
114.2456,40.4525,325
113.855,40.655,325
114.0262,40.6175,325
114.1975,40.58,325
114.3688,40.5425,325
114.1075,40.7975,325
114.2356,40.7425,325
114.3638,40.6875,325
114.4919,40.6325,325
113.66,40.1,335
114.97,40.02,330
112.25,39.3,335
112.3633,39.2133,335
112.4767,39.1267,335
112.6167,39.6867,335
112.6989,39.5522,335
112.7811,39.4178,335
112.9833,40.0733,335
113.0344,39.8911,335
113.0856,39.7089,335
114.75,39.37,305
113.93,39.25,340
114.185,39.33,340
113.88,39.355,340
114.1225,39.425,340
113.03,39.2,340
113.29,38.65,315
113.48,38.805,315
113.2,38.71,315
113.385,38.865,315
112.43,38.39,320
112.6,38.305,320
112.77,38.58,320
112.9,38.5075,320
112.5533,38.46,280
112.6767,38.53,280
112.47,38.6033,280
112.6067,38.6689,280
112.7433,38.7344,280
112.51,38.8167,280
112.66,38.8778,280
112.81,38.9389,280
112.615,38.495,280
112.49,38.71,280
112.705,38.805,280
112.38,37.87,290
112.54,37.8267,290
112.7,37.7833,290
112.3967,38.0433,290
112.5411,37.9944,290
112.6856,37.9456,290
112.4133,38.2167,290
112.5422,38.1622,290
112.6711,38.1078,290
111.56,37.2,315
111.64,36.71,295
111.805,36.71,295
111.7,36.865,295
111.825,36.83,295
111.37,36.28,295
111.595,36.27,295
111.505,36.495,295
111.7,36.49,295
111.29,35.97,295
111.41,35.9667,295
111.53,35.9633,295
111.3467,36.0733,295
111.4667,36.0689,295
111.5867,36.0644,295
111.4033,36.1767,295
111.5233,36.1711,295
111.6433,36.1656,295
111.91,35.95,295
111.82,35.65,0
111.855,35.765,0
111.26,35.61,0
111.305,35.7425,0
109.1,34.74,300
110.6,35.87,300
110.444,35.64,300
110.288,35.41,300
110.132,35.18,300
109.976,34.95,300
110.71,35.87,300
110.587,35.643,300
110.464,35.416,300
