lon,lat,jiaodu
108.365,32.5462,285
108.335,32.5125,285
108.305,32.4788,285
108.6625,32.82,285
108.5612,32.7844,285
108.46,32.7488,285
108.3588,32.7131,285
116.54,29,315
116.6267,28.9267,315
116.7133,28.8533,315
116.6633,29.11,315
116.7511,29.0356,315
116.8389,28.9611,315
116.7867,29.22,315
116.8756,29.1444,315
116.9644,29.0689,315
116.346,28.828,305
116.152,28.656,305
115.958,28.484,305
115.764,28.312,305
116.6233,28.9267,305
116.43,28.7573,305
116.2367,28.588,305
116.0433,28.4187,305
115.85,28.2493,305
116.7067,28.8533,305
116.514,28.6867,305
116.3213,28.52,305
116.1287,28.3533,305
115.936,28.1867,305
109.26,33.18,290
118.93,25.84,315
119.105,25.6775,315
119.28,25.515,315
119.455,25.3525,315
119.0033,25.9233,315
119.1804,25.7612,315
119.3575,25.5992,315
119.5346,25.4371,315
119.0767,26.0067,315
119.2558,25.845,315
119.435,25.6833,315
119.6142,25.5217,315
119.15,26.09,315
119.3312,25.9288,315
119.5125,25.7675,315
119.6938,25.6062,315
119.2233,26.1733,315
119.4067,26.0125,315
119.59,25.8517,315
119.7733,25.6908,315
119.2967,26.2567,315
119.4821,26.0962,315
119.6675,25.9358,315
119.8529,25.7754,315
118.24,24.58,310
118.35,24.5525,310
118.46,24.525,310
118.57,24.4975,310
118.475,24.835,310
118.5781,24.795,310
118.6812,24.755,310
118.7844,24.715,310
118.71,25.09,310
118.8062,25.0375,310
118.9025,24.985,310
118.9988,24.9325,310
118.945,25.345,310
119.0344,25.28,310
119.1238,25.215,310
119.2131,25.15,310
118.52,25.04,40
118.3533,25.1767,40
118.1867,25.3133,40
118.45,24.96,40
118.2856,25.0956,40
118.1211,25.2311,40
118.38,24.88,40
118.2178,25.0144,40
118.0556,25.1489,40
117.28,24.53,20
117.454,24.396,20
117.628,24.262,20
117.802,24.128,20
117.976,23.994,20
117.3467,24.61,20
117.554,24.4973,20
117.7613,24.3847,20
117.9687,24.272,20
118.176,24.1593,20
117.4133,24.69,20
117.654,24.5987,20
117.8947,24.5073,20
118.1353,24.416,20
118.376,24.3247,20
116.96,24.23,320
116.865,24.145,320
117.395,24.16,320
117.1925,24.0025,320
117.07,23.53,320
119.63,25.19,310
118.22,23.8,320
117.88,23.29,320
116.54,23.14,320
115.81,22.65,320
116.92,23.42,45
115.56,22.97,315
114.49,22.24,340
113.52,21.79,340
113.5833,21.6867,340
113.6467,21.5833,340
113.8433,21.9433,340
113.9122,21.8256,340
113.9811,21.7078,340
114.1667,22.0967,340
114.2411,21.9644,340
114.3156,21.8322,340
113.615,21.635,340
114.005,22.02,340
114.1125,21.8325,340
113.13,21.27,340
113.3233,21.34,340
113.5167,21.41,340
113.0367,21.3767,340
113.24,21.4456,340
113.4433,21.5144,340
112.9433,21.4833,340
113.1567,21.5511,340
113.37,21.6189,340
111.49,20.9,340
111.9,20.9925,340
112.31,21.085,340
112.72,21.1775,340
111.5875,21.055,340
111.9556,21.1281,340
112.3238,21.2013,340
112.6919,21.2744,340
111.685,21.21,340
112.0112,21.2638,340
112.3375,21.3175,340
112.6638,21.3712,340
111.7825,21.365,340
112.0669,21.3994,340
112.3512,21.4337,340
112.6356,21.4681,340
110.83,21.43,355
111.0467,21.25,355
111.2633,21.07,355
110.935,21.4425,355
111.15,21.3108,355
111.365,21.1792,355
111.04,21.455,355
111.2533,21.3717,355
111.4667,21.2883,355
111.145,21.4675,355
111.3567,21.4325,355
111.5683,21.3975,355
109.85,20.94,355
110.0433,20.9333,355
110.2367,20.9267,355
109.84,21.04,355
110.0627,21.0347,355
110.2853,21.0293,355
109.83,21.14,355
110.082,21.136,355
110.334,21.132,355
109.82,21.24,355
110.1013,21.2373,355
110.3827,21.2347,355
109.81,21.34,355
110.1207,21.3387,355
110.4313,21.3373,355
108.74,20.99,270
109.13,20.98,270
108.84,21.08,270
109.208,21.072,270
108.94,21.17,270
109.286,21.164,270
109.04,21.26,270
109.364,21.256,270
109.14,21.35,270
109.442,21.348,270
108.14,20.92,315
107.1,20,315
109.49,20.16,60
109.5833,20.22,60
109.6767,20.28,60
109.4033,20.2867,60
109.4989,20.3467,60
109.5944,20.4067,60
109.3167,20.4133,60
109.4144,20.4733,60
109.5122,20.5333,60
109.97,20.15,60
110.08,20.16,60
110.19,20.17,60
109.8233,20.42,60
109.9311,20.4244,60
110.0389,20.4289,60
109.6767,20.69,60
109.7822,20.6889,60
109.8878,20.6878,60
110.3,20.18,60
110.47,20.2,60
110.5833,20.2167,60
110.6967,20.2333,60
110.3567,20.4433,60
110.4644,20.4533,60
110.5722,20.4633,60
110.2433,20.6867,60
110.3456,20.69,60
110.4478,20.6933,60
110.6,20.22,65
110.705,20.235,65
110.86,19.54,65
110.945,19.605,65
110.775,19.76,65
110.875,19.81,65
110.69,19.98,350
110.73,19.44,60
110.48,19.68,350
110.1,19.85,60
110.2033,19.8633,60
110.3067,19.8767,60
110.0567,19.95,60
110.1622,19.9622,60
110.2678,19.9744,60
110.0133,20.05,60
110.1211,20.0611,60
110.2289,20.0722,60
110.17,19.68,60
110.135,19.765,60
110.3,19.35,60
110.3967,19.35,60
110.4933,19.35,60
110.2567,19.46,60
110.3556,19.46,60
110.4544,19.46,60
110.2133,19.57,60
110.3144,19.57,60
110.4156,19.57,60
110.24,19.15,60
110.27,19.25,60
109.63,19.78,310
109.87,19.815,310
109.55,19.86,310
109.8067,19.905,310
109.47,19.94,310
109.7433,19.995,310
109.43,19.66,35
108.98,19.79,35
109.08,19.85,35
110.07,19.3,320
109.99,19.38,320
109.91,19.17,320
109.8375,19.245,320
109.04,18.87,0
109.1,18.77,0
109.16,18.67,0
109.22,18.57,0
109.45,18.88,0
109.4706,18.7806,0
109.4912,18.6813,0
109.5119,18.5819,0
109.86,18.89,0
109.8412,18.7912,0
109.8225,18.6925,0
109.8038,18.5938,0
110.27,18.9,0
110.2119,18.8019,0
110.1538,18.7038,0
110.0956,18.6056,0
111.3,19.16,315
111.465,19.315,315
111.63,19.47,315
111.795,19.625,315
111.96,19.78,315
112.125,19.935,315
111.205,19.245,315
111.37,19.4042,315
111.535,19.5633,315
111.7,19.7225,315
111.865,19.8817,315
112.03,20.0408,315
109.34,17.85,315
108.58,18.57,45
108.695,18.635,45
108.39,18.75,45
108.525,18.82,45
106.84,19.75,45
107.0065,19.5918,45
107.1729,19.4335,45
107.3394,19.2753,45
107.5059,19.1171,45
107.6724,18.9588,45
107.8388,18.8006,45
108.0053,18.6424,45
108.1718,18.4841,45
108.3382,18.3259,45
108.5047,18.1676,45
108.6712,18.0094,45
108.8376,17.8512,45
109.0041,17.6929,45
109.1706,17.5347,45
109.3371,17.3765,45
109.5035,17.2182,45
106.9233,19.83,45
107.0886,19.6727,45
107.2539,19.5155,45
107.4192,19.3582,45
107.5845,19.201,45
107.7498,19.0437,45
107.9151,18.8865,45
108.0804,18.7292,45
108.2457,18.572,45
108.411,18.4147,45
108.5763,18.2575,45
108.7416,18.1002,45
108.9069,17.9429,45
109.0722,17.7857,45
109.2375,17.6284,45
109.4027,17.4712,45
109.568,17.3139,45
107.0067,19.91,45
107.1708,19.7537,45
107.3349,19.5975,45
107.499,19.4412,45
107.6631,19.2849,45
107.8273,19.1286,45
107.9914,18.9724,45
108.1555,18.8161,45
108.3196,18.6598,45
108.4837,18.5035,45
108.6478,18.3473,45
108.812,18.191,45
108.9761,18.0347,45
109.1402,17.8784,45
109.3043,17.7222,45
109.4684,17.5659,45
109.6325,17.4096,45
116.08,24.23,45
113.57,19.77,340
113.53,19.89,340
113.49,20.01,340
113.45,20.13,340
113.36,19.715,340
113.3225,19.8338,340
113.285,19.9525,340
113.2475,20.0712,340
113.15,19.66,340
113.115,19.7775,340
113.08,19.895,340
113.045,20.0125,340
112.94,19.605,340
112.9075,19.7212,340
112.875,19.8375,340
112.8425,19.9538,340
116.79,21.08,340
118.69,24.47,310
118.8275,24.435,310
118.965,24.4,310
119.1025,24.365,310
118.895,24.675,310
119.02,24.6288,310
119.145,24.5825,310
119.27,24.5362,310
119.1,24.88,310
119.2125,24.8225,310
119.325,24.765,310
119.4375,24.7075,310
119.305,25.085,310
119.405,25.0162,310
119.505,24.9475,310
119.605,24.8787,310
117.03,26.25,300
117.16,26.185,300
117.245,26.5,300
117.3725,26.435,300
117.06,24.61,310
117.145,24.54,310
117.385,25.145,310
117.5075,25.0525,310
116.5,24.66,45
116.6467,24.5133,45
116.7933,24.3667,45
116.5833,24.7333,45
116.7344,24.5889,45
116.8856,24.4444,45
116.6667,24.8067,45
116.8222,24.6644,45
116.9778,24.5222,45
115.76,23.93,45
115.8967,23.7967,45
116.0333,23.6633,45
115.84,24.005,45
115.9775,23.8708,45
116.115,23.7367,45
115.92,24.08,45
116.0583,23.945,45
116.1967,23.81,45
116,24.155,45
116.1392,24.0192,45
116.2783,23.8833,45
115.66,24.65,45
115.61,24.55,45
115.56,24.45,45
115.51,24.35,45
115.7625,24.545,45
115.7062,24.4512,45
115.65,24.3575,45
115.5938,24.2638,45
115.865,24.44,45
115.8025,24.3525,45
115.74,24.265,45
115.6775,24.1775,45
115.9675,24.335,45
115.8988,24.2538,45
115.83,24.1725,45
115.7612,24.0912,45
116.79,26.35,315
116.9733,26.52,315
117.1567,26.69,315
116.6867,26.4367,315
116.88,26.6056,315
117.0733,26.7744,315
116.5833,26.5233,315
116.7867,26.6911,315
116.99,26.8589,315
118.02,26.59,315
118.228,26.472,315
118.436,26.354,315
118.644,26.236,315
118.852,26.118,315
118.105,26.72,315
118.312,26.595,315
118.519,26.47,315
118.726,26.345,315
118.933,26.22,315
116.48,26.61,305
116.29,26.4075,305
116.1,26.205,305
115.91,26.0025,305
116.3967,26.3325,305
116.21,26.1417,305
116.0233,25.9508,305
116.5033,26.2575,305
116.32,26.0783,305
116.1367,25.8992,305
114.04,23.29,300
115.5,25.12,290
115.62,25.09,290
115.74,25.06,290
115.5733,25.3467,290
115.6922,25.3133,290
115.8111,25.28,290
115.6467,25.5733,290
115.7644,25.5367,290
115.8822,25.5,290
115.26,24.44,290
113.86,24.47,0
114.14,24.464,0
114.42,24.458,0
114.7,24.452,0
114.98,24.446,0
113.95,24.566,0
114.2192,24.5612,0
114.4884,24.5564,0
114.7576,24.5516,0
115.0268,24.5468,0
114.04,24.662,0
114.2984,24.6584,0
114.5568,24.6548,0
114.8152,24.6512,0
115.0736,24.6476,0
114.13,24.758,0
114.3776,24.7556,0
114.6252,24.7532,0
114.8728,24.7508,0
115.1204,24.7484,0
114.22,24.854,0
114.4568,24.8528,0
114.6936,24.8516,0
114.9304,24.8504,0
115.1672,24.8492,0
112.99,24.69,310
112.34,23.26,310
112.4567,23.2567,310
112.5733,23.2533,310
112.6233,23.5833,310
112.7156,23.5489,310
112.8078,23.5144,310
112.9067,23.9067,310
112.9744,23.8411,310
113.0422,23.7756,310
113.15,23.74,5
113.5025,23.73,5
113.855,23.72,5
114.2075,23.71,5
113.245,23.84,5
113.5525,23.8312,5
113.86,23.8225,5
114.1675,23.8138,5
114.72,23.97,315
114.67,23.55,315
114.7433,23.6133,315
114.8167,23.6767,315
114.5767,23.67,315
114.6622,23.7189,315
114.7478,23.7678,315
114.4833,23.79,315
114.5811,23.8244,315
114.6789,23.8589,315
115.22,23.42,315
115.26,22.77,60
114.23,22.75,325
114.14,23.13,60
114.255,22.985,60
114.245,23.21,60
114.36,23.065,60
113.72,22.85,325
113.93,22.985,325
113.6,23.04,325
113.845,23.1225,325
114.19,22.11,60
113.18,22.35,60
113.2817,22.4133,60
113.3833,22.4767,60
113.485,22.54,60
113.5867,22.6033,60
113.6883,22.6667,60
113.0983,22.5,60
113.205,22.5522,60
113.3117,22.6044,60
113.4183,22.6567,60
113.525,22.7089,60
113.6317,22.7611,60
113.0167,22.65,60
113.1283,22.6911,60
113.24,22.7322,60
113.3517,22.7733,60
113.4633,22.8144,60
113.575,22.8556,60
112.935,22.8,60
113.0517,22.83,60
113.1683,22.86,60
113.285,22.89,60
113.4017,22.92,60
113.5183,22.95,60
112.8533,22.95,60
112.975,22.9689,60
113.0967,22.9878,60
113.2183,23.0067,60
113.34,23.0256,60
113.4617,23.0444,60
112.7717,23.1,60
112.8983,23.1078,60
113.025,23.1156,60
113.1517,23.1233,60
113.2783,23.1311,60
113.405,23.1389,60
113.18,22.34,60
113.2933,22.1567,60
113.4067,21.9733,60
113.2817,22.405,60
113.3983,22.2178,60
113.515,22.0306,60
113.3833,22.47,60
113.5033,22.2789,60
113.6233,22.0878,60
113.485,22.535,60
113.6083,22.34,60
113.7317,22.145,60
113.5867,22.6,60
113.7133,22.4011,60
113.84,22.2022,60
113.6883,22.665,60
113.8183,22.4622,60
113.9483,22.2594,60
112.85,21.59,340
113.0733,21.6567,340
113.2967,21.7233,340
112.79,21.705,340
113.0067,21.7783,340
113.2233,21.8517,340
112.73,21.82,340
112.94,21.9,340
113.15,21.98,340
112.68,21.91,340
112.8867,21.9922,340
113.0933,22.0744,340
112.63,22,340
112.8333,22.0844,340
113.0367,22.1689,340
112.12,21.9,310
112.235,21.945,310
112.35,21.99,310
112.465,22.035,310
112.2975,22.165,310
112.4056,22.1606,310
112.5137,22.1562,310
112.6219,22.1519,310
112.475,22.43,310
112.5762,22.3762,310
112.6775,22.3225,310
112.7788,22.2687,310
112.6525,22.695,310
112.7469,22.5919,310
112.8412,22.4888,310
112.9356,22.3856,310
111.9,21.52,340
112.375,21.55,340
111.955,21.615,340
112.3688,21.6612,340
112.01,21.71,340
112.3625,21.7725,340
112.065,21.805,340
112.3562,21.8838,340
112.11,22.98,0
112.1867,23.0733,0
112.2633,23.1667,0
110.84,21.44,305
110.9767,21.4533,305
111.1133,21.4667,305
111.2633,21.9533,305
111.39,21.9633,305
111.5167,21.9733,305
111.6867,22.4667,305
111.8033,22.4733,305
111.92,22.48,305
111.43,22.97,0
111.3625,22.885,0
111.295,22.8,0
111.2275,22.715,0
111.6,22.9725,0
111.5306,22.8862,0
111.4612,22.8,0
111.3919,22.7138,0
111.77,22.975,0
111.6988,22.8875,0
111.6275,22.8,0
111.5562,22.7125,0
111.94,22.9775,0
111.8669,22.8888,0
111.7938,22.8,0
111.7206,22.7112,0
111.25,21.48,340
111.565,21.5,340
111.3275,21.5775,340
111.6338,21.5962,340
111.405,21.675,340
111.7025,21.6925,340
111.4825,21.7725,340
111.7712,21.7888,340
110.9225,21.5425,50
111.005,21.645,50
111.0875,21.7475,50
110.6825,21.605,50
110.7675,21.7013,50
110.8525,21.7975,50
110.9375,21.8938,50
110.525,21.77,50
110.6125,21.86,50
110.7,21.95,50
110.7875,22.04,50
110.3675,21.935,50
110.4575,22.0188,50
110.5475,22.1025,50
110.6375,22.1862,50
110.31,21.44,50
109.79,21.72,50
109.61,22.81,320
109.92,22.86,320
110.23,22.91,320
110.02,23.0733,320
110.27,23.0978,320
110.52,23.1222,320
110.43,23.3367,320
110.62,23.3356,320
110.81,23.3344,320
110.55,22.96,315
109.92,22.44,315
110.0033,22.3733,315
110.0867,22.3067,315
110.13,22.6133,315
110.2111,22.5444,315
110.2922,22.4756,315
110.34,22.7867,315
110.4189,22.7156,315
110.4978,22.6444,315
109.72,22.62,350
109.95,22.645,350
109.645,22.7,350
110.0025,22.7575,350
109.19,22.53,320
109.275,22.45,320
109.375,22.655,320
109.4575,22.575,320
108.09,21.78,320
107.29,21.23,320
105.07,21.31,40
105.2309,21.1691,40
105.3918,21.0282,40
105.5527,20.8873,40
105.7136,20.7464,40
105.8745,20.6055,40
106.0355,20.4645,40
106.1964,20.3236,40
106.3573,20.1827,40
106.5182,20.0418,40
106.6791,19.9009,40
105.15,21.4033,40
105.3112,21.2615,40
105.4724,21.1197,40
105.6336,20.9779,40
105.7948,20.8361,40
105.9561,20.6942,40
106.1173,20.5524,40
106.2785,20.4106,40
106.4397,20.2688,40
106.6009,20.127,40
106.7621,19.9852,40
105.23,21.4967,40
105.3915,21.3539,40
105.553,21.2112,40
105.7145,21.0685,40
105.8761,20.9258,40
106.0376,20.783,40
106.1991,20.6403,40
106.3606,20.4976,40
106.5221,20.3548,40
106.6836,20.2121,40
106.8452,20.0694,40
104.9,25.96,270
104.51,25.71,315
105.98,25.48,30
105.9067,25.3867,30
105.8333,25.2933,30
106.31,25.28,30
106.2367,25.1878,30
106.1633,25.0956,30
106.64,25.08,30
106.5667,24.9889,30
106.4933,24.8978,30
108.06,23.57,35
108.22,23.7533,35
108.38,23.9367,35
107.7567,24.0567,35
107.8878,24.2122,35
108.0189,24.3678,35
107.4533,24.5433,35
107.5556,24.6711,35
107.6578,24.7989,35
105.55,24.91,15
106.98,23.44,35
107.62,22.96,35
107.7,23.04,35
107.78,23.12,35
107.4067,23.12,35
107.4867,23.1989,35
107.5667,23.2778,35
107.1933,23.28,35
107.2733,23.3578,35
107.3533,23.4356,35
107.62,22.95,35
107.7867,22.7733,35
107.9533,22.5967,35
107.7,23.0333,35
107.88,22.8622,35
108.06,22.6911,35
107.78,23.1167,35
107.9733,22.9511,35
108.1667,22.7856,35
106.62,22.89,35
107.46,22.26,35
106.19,22.32,65
106.2533,22.39,65
106.3167,22.46,65
105.9767,22.7567,65
106.07,22.7678,65
106.1633,22.7789,65
105.7633,23.1933,65
105.8867,23.1456,65
106.01,23.0978,65
104.48,22.98,40
103.64,22.95,40
103.625,22.835,40
104.475,22.27,40
104.4075,22.1425,40
105.38,25.55,325
105.565,25.37,325
105.5333,25.6333,325
105.68,25.4583,325
105.6867,25.7167,325
105.795,25.5467,325
110.6,19.76,340
110.36,20.03,340
118.48,23.6,35
118.602,23.49,35
118.724,23.38,35
118.846,23.27,35
118.968,23.16,35
118.648,23.74,35
118.7624,23.636,35
118.8768,23.532,35
118.9912,23.428,35
119.1056,23.324,35
118.816,23.88,35
118.9228,23.782,35
119.0296,23.684,35
119.1364,23.586,35
119.2432,23.488,35
118.984,24.02,35
119.0832,23.928,35
119.1824,23.836,35
119.2816,23.744,35
119.3808,23.652,35
119.152,24.16,35
119.2436,24.074,35
119.3352,23.988,35
119.4268,23.902,35
119.5184,23.816,35
117.97,22.87,310
116.87,22.81,40
117.1,22.684,40
117.33,22.558,40
117.56,22.432,40
117.79,22.306,40
117.0375,22.93,40
117.2505,22.796,40
117.4635,22.662,40
117.6765,22.528,40
117.8895,22.394,40
117.205,23.05,40
117.401,22.908,40
117.597,22.766,40
117.793,22.624,40
117.989,22.482,40
117.3725,23.17,40
117.5515,23.02,40
117.7305,22.87,40
117.9095,22.72,40
118.0885,22.57,40
122.28,21.41,285
122.41,21.39,285
122.54,21.37,285
122.2,22.1167,285
122.3144,22.0667,285
122.4289,22.0167,285
122.12,22.8233,285
122.2189,22.7433,285
122.3178,22.6633,285
122.475,21.38,285
122.16,22.47,285
122.32,22.3725,285
120.79,21.8,285
122.07,24.84,10
122.3425,24.795,10
122.615,24.75,10
122.8875,24.705,10
122.135,24.94,10
122.3862,24.9062,10
122.6375,24.8725,10
122.8887,24.8387,10
123.15,24.09,50
123.165,24.22,50
122.485,24.27,50
122.53,24.395,50
120.61,21.91,290
121.97,24.69,290
122.212,24.622,290
122.454,24.554,290
122.696,24.486,290
122.938,24.418,290
122.02,24.765,290
122.25,24.713,290
122.48,24.661,290
122.71,24.609,290
122.94,24.557,290
121.65,24.75,290
121.735,24.8167,290
121.82,24.8833,290
122.2,25.04,340
121.87,24.13,340
121.91,24.22,340
121.95,24.31,340
120.79,21.79,290
120.6967,21.8533,290
120.6033,21.9167,290
120.71,20.88,290
120.5889,20.9533,290
120.4678,21.0267,290
120.63,19.97,290
120.4811,20.0533,290
120.3322,20.1367,290
121.75,23.89,290
121.81,24.01,290
121.4,21.54,85
121.568,21.516,85
121.736,21.492,85
121.904,21.468,85
122.072,21.444,85
121.504,21.862,85
121.6472,21.8244,85
121.7904,21.7868,85
121.9336,21.7492,85
122.0768,21.7116,85
121.608,22.184,85
121.7264,22.1328,85
121.8448,22.0816,85
121.9632,22.0304,85
122.0816,21.9792,85
121.712,22.506,85
121.8056,22.4412,85
121.8992,22.3764,85
121.9928,22.3116,85
122.0864,22.2468,85
121.816,22.828,85
121.8848,22.7496,85
121.9536,22.6712,85
122.0224,22.5928,85
122.0912,22.5144,85
122.12,23.76,355
122.34,23.7375,355
122.56,23.715,355
122.78,23.6925,355
122.135,23.88,355
122.3625,23.8588,355
122.59,23.8375,355
122.8175,23.8163,355
121,22.8,290
120.02,19.34,315
120.0221,19.4443,315
120.0243,19.5486,315
120.0264,19.6529,315
120.0286,19.7571,315
120.0307,19.8614,315
120.0329,19.9657,315
120.035,20.07,315
120.0371,20.1743,315
120.0393,20.2786,315
120.0414,20.3829,315
120.0436,20.4871,315
120.0457,20.5914,315
120.0479,20.6957,315
119.8271,19.445,315
119.836,19.5483,315
119.8449,19.6515,315
119.8538,19.7548,315
119.8627,19.8581,315
119.8715,19.9613,315
119.8804,20.0646,315
119.8893,20.1679,315
119.8982,20.2711,315
119.907,20.3744,315
119.9159,20.4777,315
119.9248,20.5809,315
119.9337,20.6842,315
119.9426,20.7874,315
119.6343,19.55,315
119.6499,19.6522,315
119.6655,19.7545,315
119.6811,19.8567,315
119.6967,19.959,315
119.7123,20.0612,315
119.728,20.1635,315
119.7436,20.2657,315
119.7592,20.368,315
119.7748,20.4702,315
119.7904,20.5724,315
119.806,20.6747,315
119.8216,20.7769,315
119.8372,20.8792,315
119.4414,19.655,315
119.4638,19.7562,315
119.4861,19.8574,315
119.5085,19.9587,315
119.5308,20.0599,315
119.5532,20.1611,315
119.5755,20.2623,315
119.5979,20.3636,315
119.6202,20.4648,315
119.6426,20.566,315
119.6649,20.6672,315
119.6872,20.7685,315
119.7096,20.8697,315
119.7319,20.9709,315
119.2486,19.76,315
119.2777,19.8602,315
119.3067,19.9604,315
119.3358,20.0606,315
119.3649,20.1608,315
119.394,20.261,315
119.4231,20.3612,315
119.4521,20.4614,315
119.4812,20.5616,315
119.5103,20.6618,315
119.5394,20.762,315
119.5685,20.8622,315
119.5976,20.9624,315
119.6266,21.0627,315
119.0557,19.865,315
119.0915,19.9642,315
119.1273,20.0634,315
119.1632,20.1626,315
119.199,20.2617,315
119.2348,20.3609,315
119.2706,20.4601,315
119.3064,20.5593,315
119.3422,20.6585,315
119.3781,20.7577,315
119.4139,20.8568,315
119.4497,20.956,315
119.4855,21.0552,315
119.5213,21.1544,315
118.8629,19.97,315
118.9054,20.0682,315
118.948,20.1663,315
118.9905,20.2645,315
119.0331,20.3627,315
119.0756,20.4608,315
119.1182,20.559,315
119.1607,20.6571,315
119.2033,20.7553,315
119.2458,20.8535,315
119.2884,20.9516,315
119.3309,21.0498,315
119.3735,21.148,315
119.416,21.2461,315
118.67,20.075,315
118.7193,20.1721,315
118.7686,20.2693,315
118.8179,20.3664,315
118.8671,20.4636,315
118.9164,20.5607,315
118.9657,20.6579,315
119.015,20.755,315
119.0643,20.8521,315
119.1136,20.9493,315
119.1629,21.0464,315
119.2121,21.1436,315
119.2614,21.2407,315
119.3107,21.3379,315
118.4771,20.18,315
118.5332,20.2761,315
118.5892,20.3722,315
118.6452,20.4684,315
118.7012,20.5645,315
118.7572,20.6606,315
118.8133,20.7567,315
118.8693,20.8529,315
118.9253,20.949,315
118.9813,21.0451,315
119.0373,21.1412,315
119.0934,21.2373,315
119.1494,21.3335,315
119.2054,21.4296,315
118.2843,20.285,315
118.347,20.3801,315
118.4098,20.4752,315
118.4726,20.5703,315
118.5353,20.6654,315
118.5981,20.7605,315
118.6608,20.8556,315
118.7236,20.9507,315
118.7863,21.0458,315
118.8491,21.1409,315
118.9118,21.236,315
118.9746,21.3311,315
119.0373,21.4262,315
119.1001,21.5213,315
118.0914,20.39,315
118.1609,20.4841,315
118.2304,20.5782,315
118.2999,20.6722,315
118.3694,20.7663,315
118.4389,20.8604,315
118.5084,20.9545,315
118.5779,21.0486,315
118.6473,21.1427,315
118.7168,21.2367,315
118.7863,21.3308,315
118.8558,21.4249,315
118.9253,21.519,315
118.9948,21.6131,315
117.8986,20.495,315
117.9748,20.5881,315
118.051,20.6811,315
118.1272,20.7742,315
118.2035,20.8672,315
118.2797,20.9603,315
118.3559,21.0534,315
118.4321,21.1464,315
118.5084,21.2395,315
118.5846,21.3326,315
118.6608,21.4256,315
118.737,21.5187,315
118.8133,21.6117,315
118.8895,21.7048,315
117.7057,20.6,315
117.7887,20.692,315
117.8716,20.7841,315
117.9546,20.8761,315
118.0376,20.9682,315
118.1205,21.0602,315
118.2035,21.1522,315
118.2864,21.2443,315
118.3694,21.3363,315
118.4523,21.4284,315
118.5353,21.5204,315
118.6183,21.6124,315
118.7012,21.7045,315
118.7842,21.7965,315
117.5129,20.705,315
117.6026,20.796,315
117.6922,20.887,315
117.7819,20.9781,315
117.8716,21.0691,315
117.9613,21.1601,315
118.051,21.2511,315
118.1407,21.3421,315
118.2304,21.4332,315
118.3201,21.5242,315
118.4098,21.6152,315
118.4995,21.7062,315
118.5892,21.7972,315
118.6789,21.8883,315
120.73,25.17,315
120.588,24.988,315
120.446,24.806,315
120.304,24.624,315
120.162,24.442,315
120.976,25.254,315
120.8028,25.0436,315
120.6296,24.8332,315
120.4564,24.6228,315
120.2832,24.4124,315
121.222,25.338,315
121.0176,25.0992,315
120.8132,24.8604,315
120.6088,24.6216,315
120.4044,24.3828,315
121.468,25.422,315
121.2324,25.1548,315
120.9968,24.8876,315
120.7612,24.6204,315
120.5256,24.3532,315
121.714,25.506,315
121.4472,25.2104,315
121.1804,24.9148,315
120.9136,24.6192,315
120.6468,24.3236,315
119.99,23.12,340
120.47,23.97,315
120.51,24.32,315
120.675,24.295,315
120.715,24.515,315
120.845,24.46,315
120.92,24.71,330
121.015,24.625,330
121.085,24.86,330
121.1725,24.7725,330
121.25,25.01,320
121.33,24.92,320
121.605,25.3,320
121.6725,25.1925,320
120.79,23.75,290
120.6583,23.5567,290
120.5267,23.3633,290
120.395,23.17,290
120.2633,22.9767,290
120.1317,22.7833,290
120.92,23.67,290
120.7833,23.475,290
120.6467,23.28,290
120.51,23.085,290
120.3733,22.89,290
120.2367,22.695,290
120.79,23.76,300
120.995,23.62,300
121.43,24.55,300
121.555,24.4325,300
120.08,22.25,290
118.67,22.06,320
118.8725,22.2225,320
119.075,22.385,320
119.2775,22.5475,320
118.606,22.146,320
118.8045,22.304,320
119.003,22.462,320
119.2015,22.62,320
118.542,22.232,320
118.7365,22.3855,320
118.931,22.539,320
119.1255,22.6925,320
118.478,22.318,320
118.6685,22.467,320
118.859,22.616,320
119.0495,22.765,320
118.414,22.404,320
118.6005,22.5485,320
118.787,22.693,320
118.9735,22.8375,320
118.51,22.275,320
118.895,22.5775,320
118.37,22.51,320
118.1788,22.325,320
117.9875,22.14,320
117.7962,21.955,320
117.605,21.77,320
117.4138,21.585,320
117.2225,21.4,320
117.0312,21.215,320
118.43,22.422,320
118.2432,22.242,320
118.0565,22.062,320
117.8698,21.882,320
117.683,21.702,320
117.4962,21.522,320
117.3095,21.342,320
117.1228,21.162,320
118.49,22.334,320
118.3078,22.159,320
118.1255,21.984,320
117.9432,21.809,320
117.761,21.634,320
117.5788,21.459,320
117.3965,21.284,320
117.2142,21.109,320
118.55,22.246,320
118.3722,22.076,320
118.1945,21.906,320
118.0168,21.736,320
117.839,21.566,320
117.6612,21.396,320
117.4835,21.226,320
117.3058,21.056,320
118.61,22.158,320
118.4368,21.993,320
118.2635,21.828,320
118.0902,21.663,320
117.917,21.498,320
117.7438,21.333,320
117.5705,21.168,320
117.3972,21.003,320
118.66,22.06,320
118.938,21.808,320
119.216,21.556,320
119.494,21.304,320
119.772,21.052,320
118.7522,22.1322,320
119.0218,21.892,320
119.2913,21.6518,320
119.5609,21.4116,320
119.8304,21.1713,320
118.8444,22.2044,320
119.1056,21.976,320
